topic_id	initial_request	clarification_need	question_id	question	rank_label
26	how can i lower my heart rate ?	2	Q01537	do you have any medical conditions	0
26	how can i lower my heart rate ?	2	Q01543	do you have high blood pressure	0
26	how can i lower my heart rate ?	2	Q01797	do you want dietary recommendations	0
26	how can i lower my heart rate ?	2	Q02502	have you talked to your doctor about heart rate	0
26	how can i lower my heart rate ?	2	Q02523	how low would you like to lower your heart rate	0
26	how can i lower my heart rate ?	2	Q02538	how much do you need to lower your heart rate	0
26	how can i lower my heart rate ?	2	Q02552	how would you like to lower your heart rate	0
26	how can i lower my heart rate ?	2	Q02803	what is the heart rate youre looking to achieve	0
26	how can i lower my heart rate ?	2	Q00001	<None>	0
28	i am interested in inuyasha	3	Q00252	are you interested in inuyasha cosplay	0
28	i am interested in inuyasha	3	Q02553	how would you like to watch inuyasha episodes	0
28	i am interested in inuyasha	3	Q03032	which inuyasha characters are you interested in	0
28	i am interested in inuyasha	3	Q03022	which episodes of inuyasha would you like to see	0
28	i am interested in inuyasha	3	Q03132	would any specific game interest you	0
28	i am interested in inuyasha	3	Q03533	would you like to know more about kagome higurashi	0
28	i am interested in inuyasha	3	Q03551	would you like to know more about the inuyasha illustrator and writer	0
28	i am interested in inuyasha	3	Q03855	would you like to see inuyasha manga	0
28	i am interested in inuyasha	3	Q03927	would you like to watch an inuyasha movie	0
28	i am interested in inuyasha	3	Q00253	are you interested in inuyasha wiki activity	0
28	i am interested in inuyasha	3	Q00077	are you interested in a certain inuyasha character	0
28	i am interested in inuyasha	3	Q00116	are you interested in a specific season of inuyasha	0
28	i am interested in inuyasha	3	Q00462	are you interested in the list of inuyasha characters	0
28	i am interested in inuyasha	3	Q00472	are you interested in the music from inuyasha	0
28	i am interested in inuyasha	3	Q00514	are you interested in the years inuyasha was shown in tv	0
28	i am interested in inuyasha	3	Q00750	are you looking for any specific pictures	1
28	i am interested in inuyasha	3	Q01024	are you looking for specific fanrelated information	0
28	i am interested in inuyasha	3	Q00001	<None>	0
29	tell me about ps 2 games ?	3	Q00348	are you interested in playing ps 2 games on other consoles such as playstation 3 and playstation 4	1
29	tell me about ps 2 games ?	3	Q03065	which ps 2 game franchises are you interested in	0
29	tell me about ps 2 games ?	3	Q03066	which ps 2 game genres are you interested in	0
29	tell me about ps 2 games ?	3	Q03325	would you like to compare specific ps 2 games	0
29	tell me about ps 2 games ?	3	Q03538	would you like to know more about ps2 console design	0
29	tell me about ps 2 games ?	3	Q03756	would you like to learn how to cheat in ps2 games	0
29	tell me about ps 2 games ?	3	Q03812	would you like to see a list of new released ps2 games	0
29	tell me about ps 2 games ?	3	Q00979	are you looking for ps 2 adventure games	0
29	tell me about ps 2 games ?	3	Q00980	are you looking for ps 2 games prices	0
29	tell me about ps 2 games ?	3	Q01039	are you looking for stores to buy ps 2 games from	0
29	tell me about ps 2 games ?	3	Q01239	are you referring to playstation 2 games	0
29	tell me about ps 2 games ?	3	Q02531	how many ps 2 games are you looking to buy	0
29	tell me about ps 2 games ?	3	Q02580	is the ps 2 games for a child or an adult	0
29	tell me about ps 2 games ?	3	Q02804	what is the most you are willing to spend on a ps 2 game	0
29	tell me about ps 2 games ?	3	Q02932	what types of ps 2 games do you like to play	0
29	tell me about ps 2 games ?	3	Q00001	<None>	0
3	how to get organised ?	2	Q00066	are you in the beginning or more advanced stages of getting organized	0
3	how to get organised ?	2	Q02723	what area of your home would you like to organize	0
3	how to get organised ?	2	Q03489	would you like to know how to reduce clutter	0
3	how to get organised ?	2	Q00697	are you looking for a specific web site	0
3	how to get organised ?	2	Q01033	are you looking for specific products related to getting organized	0
3	how to get organised ?	2	Q01164	are you looking to organize your course work	0
3	how to get organised ?	2	Q01295	are you referring how to get organized	1
3	how to get organised ?	2	Q01399	are you wanting help with what to do to get organized in your home	0
3	how to get organised ?	2	Q01702	do you need tips on diy organizational methods	0
3	how to get organised ?	2	Q01712	do you need to find out how to organize your pantry	0
3	how to get organised ?	2	Q02504	how about some organizing tips	0
3	how to get organised ?	2	Q00001	<None>	0
30	find me information about diabetes education	2	Q00134	are you interested in an online site for diabetes	0
30	find me information about diabetes education	2	Q01299	are you searching for a local educational program	0
30	find me information about diabetes education	2	Q01311	are you searching for prevention tools	0
30	find me information about diabetes education	2	Q01480	diabetes education regarding children or adults	0
30	find me information about diabetes education	2	Q02715	what are you trying to learn about diabetes	0
30	find me information about diabetes education	2	Q03086	which type of diabetes do you want to learn about	0
30	find me information about diabetes education	2	Q00697	are you looking for a specific web site	0
30	find me information about diabetes education	2	Q00799	are you looking for diet information	1
30	find me information about diabetes education	2	Q01404	are you wanting to find a class on the education of the disease of diabetes	0
30	find me information about diabetes education	2	Q01409	are you wanting to join a diabetes education gtoup	0
30	find me information about diabetes education	2	Q01809	do you want help finding a medical doctor for diabetes education	0
30	find me information about diabetes education	2	Q01945	do you want to find some resoutces	0
30	find me information about diabetes education	2	Q03111	who you be interested in becoming a diabetes educator	0
30	find me information about diabetes education	2	Q01175	are you looking to take a class about diabetes	0
30	find me information about diabetes education	2	Q00001	<None>	0
31	find information about atari	2	Q00144	are you interested in atari 2600	0
31	find information about atari	2	Q03011	which atari game system would you like to know about	0
31	find information about atari	2	Q03772	would you like to play atari arcade games online	0
31	find information about atari	2	Q03806	would you like to see a list of atari games	0
31	find information about atari	2	Q00145	are you interested in atari games or information about the brand	0
31	find information about atari	2	Q00162	are you interested in buying a new atari game console	1
31	find information about atari	2	Q00171	are you interested in classic atari games or current atari games	0
31	find information about atari	2	Q00347	are you interested in playing online games	0
31	find information about atari	2	Q00441	are you interested in the history of atari	0
31	find information about atari	2	Q02410	do you want to purchase an atari game	0
31	find information about atari	2	Q03009	which atari computer system would you like to know about	0
31	find information about atari	2	Q03010	which atari game are you interested in	0
31	find information about atari	2	Q00001	<None>	0
32	i am looking for information on web design and hosting .	3	Q00210	are you interested in free websites or would you like your own domain	0
